"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user, I want to be able to log in to the application
  so that I can access my personalized dashboard.","2622","Login with invalid credentials","","Thu Apr 16 02:50:21 UTC 2026","passed","Thu Apr 16 02:50:24 UTC 2026","","User Login Functionality","Login with invalid credentials",""
"  As a user, I want to be able to log in to the application
  so that I can access my personalized dashboard.","9187","Login with valid credentials","","Thu Apr 16 02:50:12 UTC 2026","failed","Thu Apr 16 02:50:21 UTC 2026","","User Login Functionality","Login with valid credentials",""
